"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","M3","TOT","IDX2015","A","1961",0.4152995,
"AUS","M3","TOT","IDX2015","A","1962",0.4458214,
"AUS","M3","TOT","IDX2015","A","1963",0.4845336,
"AUS","M3","TOT","IDX2015","A","1964",0.5418279,
"AUS","M3","TOT","IDX2015","A","1965",0.5849854,
"AUS","M3","TOT","IDX2015","A","1966",0.6215052,
"AUS","M3","TOT","IDX2015","A","1967",0.6724023,
"AUS","M3","TOT","IDX2015","A","1968",0.7254007,
"AUS","M3","TOT","IDX2015","A","1969",0.7912401,
"AUS","M3","TOT","IDX2015","A","1970",0.8421372,
"AUS","M3","TOT","IDX2015","A","1971",0.900272,
"AUS","M3","TOT","IDX2015","A","1972",1.013506,
"AUS","M3","TOT","IDX2015","A","1973",1.251415,
"AUS","M3","TOT","IDX2015","A","1974",1.407609,
"AUS","M3","TOT","IDX2015","A","1975",1.634078,
"AUS","M3","TOT","IDX2015","A","1976",1.97845,
"AUS","M3","TOT","IDX2015","A","1977",2.388196,
"AUS","M3","TOT","IDX2015","A","1978",2.633342,
"AUS","M3","TOT","IDX2015","A","1979",2.976781,
"AUS","M3","TOT","IDX2015","A","1980",3.38816,
"AUS","M3","TOT","IDX2015","A","1981",3.814949,
"AUS","M3","TOT","IDX2015","A","1982",4.244073,
"AUS","M3","TOT","IDX2015","A","1983",4.791334,
"AUS","M3","TOT","IDX2015","A","1984",5.442723,
"AUS","M3","TOT","IDX2015","A","1985",6.306573,
"AUS","M3","TOT","IDX2015","A","1986",6.996953,
"AUS","M3","TOT","IDX2015","A","1987",7.732627,
"AUS","M3","TOT","IDX2015","A","1988",8.729323,
"AUS","M3","TOT","IDX2015","A","1989",10.7017,
"AUS","M3","TOT","IDX2015","A","1990",12.12262,
"AUS","M3","TOT","IDX2015","A","1991",12.77938,
"AUS","M3","TOT","IDX2015","A","1992",13.2092,
"AUS","M3","TOT","IDX2015","A","1993",13.93764,
"AUS","M3","TOT","IDX2015","A","1994",15.00601,
"AUS","M3","TOT","IDX2015","A","1995",16.26583,
"AUS","M3","TOT","IDX2015","A","1996",17.768,
"AUS","M3","TOT","IDX2015","A","1997",19.26223,
"AUS","M3","TOT","IDX2015","A","1998",20.58065,
"AUS","M3","TOT","IDX2015","A","1999",22.5047,
"AUS","M3","TOT","IDX2015","A","2000",24.14251,
"AUS","M3","TOT","IDX2015","A","2001",26.1889,
"AUS","M3","TOT","IDX2015","A","2002",28.56402,
"AUS","M3","TOT","IDX2015","A","2003",31.49948,
"AUS","M3","TOT","IDX2015","A","2004",34.8176,
"AUS","M3","TOT","IDX2015","A","2005",37.72924,
"AUS","M3","TOT","IDX2015","A","2006",41.79237,
